ID_Porcentajes,Copia de residential_percent_change_from_baseline,Copia de workplaces_percent_change_from_baseline,Copia de transit_stations_percent_change_from_baseline,Copia de parks_percent_change_from_baseline,Copia de grocery_and_pharmacy_percent_change_from_baseline,Copia de retail_and_recreation_percent_change_from_baseline,ErrorCode,ErrorColumn
SVSV-MO2020-05-120,0,-55,0,-57,0,0,-1071607685,0
SVSV-MO2020-05-130,0,-54,0,-59,0,0,-1071607685,0
SVSV-MO2020-05-140,0,-53,0,-54,0,0,-1071607685,0
SVSV-MO2020-05-150,0,-46,0,-56,0,0,-1071607685,0
SVSV-MO2020-05-160,0,-39,0,-63,0,0,-1071607685,0
SVSV-MO2020-05-170,0,-35,0,-71,0,0,-1071607685,0
SVSV-MO2020-05-180,0,-52,0,-54,0,0,-1071607685,0
SVSV-MO2020-05-190,0,-52,0,-50,0,0,-1071607685,0
SVSV-MO2020-05-200,0,-55,0,-49,0,0,-1071607685,0
SVSV-MO2020-05-210,0,-49,0,-50,0,0,-1071607685,0
SVSV-MO2020-05-220,0,-45,0,-54,0,0,-1071607685,0
SVSV-MO2020-05-230,0,-33,0,-65,0,0,-1071607685,0
SVSV-MO2020-05-240,0,-33,0,-71,0,0,-1071607685,0
SVSV-MO2020-05-250,0,-50,0,-50,0,0,-1071607685,0
SVSV-MO2020-05-260,0,-48,0,-51,0,0,-1071607685,0
SVSV-MO2020-05-270,0,-50,0,-50,0,0,-1071607685,0
SVSV-MO2020-05-280,0,-49,0,-51,0,0,-1071607685,0
SVSV-MO2020-05-290,0,-44,0,-56,0,0,-1071607685,0
SVSV-MO2020-05-300,0,-38,0,-66,0,0,-1071607685,0
SVSV-MO2020-05-310,0,-48,0,-73,0,0,-1071607685,0
SVSV-MO2020-06-010,0,-55,0,-62,0,0,-1071607685,0
SVSV-MO2020-06-020,0,-52,0,-57,0,0,-1071607685,0
SVSV-MO2020-06-030,0,-46,0,-52,0,0,-1071607685,0
SVSV-MO2020-06-040,0,-54,0,-56,0,0,-1071607685,0
SVSV-MO2020-06-050,0,-47,0,-55,0,0,-1071607685,0
SVSV-MO2020-06-060,0,-39,0,-57,0,0,-1071607685,0
SVSV-MO2020-06-070,0,-36,0,-70,0,0,-1071607685,0
SVSV-MO2020-06-080,0,-47,0,-50,0,0,-1071607685,0
SVSV-MO2020-06-090,0,-45,0,-48,0,0,-1071607685,0
SVSV-MO2020-06-100,0,-44,0,-50,0,0,-1071607685,0
SVSV-MO2020-06-110,0,-45,0,-38,0,0,-1071607685,0
SVSV-MO2020-06-120,0,-40,0,-43,0,0,-1071607685,0
SVSV-MO2020-06-130,0,-34,0,-56,0,0,-1071607685,0
SVSV-MO2020-06-140,0,-32,0,-66,0,0,-1071607685,0
SVSV-MO2020-06-150,0,-41,0,-47,0,0,-1071607685,0
SVSV-MO2020-06-160,0,-39,0,-36,0,0,-1071607685,0
SVSV-MO2020-06-170,0,-52,0,-42,0,0,-1071607685,0
SVSV-MO2020-06-180,0,-42,0,-44,0,0,-1071607685,0
SVSV-MO2020-06-190,0,-35,0,-43,0,0,-1071607685,0
SVSV-MO2020-06-200,0,-29,0,-50,0,0,-1071607685,0
SVSV-MO2020-06-210,0,-31,0,-60,0,0,-1071607685,0
SVSV-MO2020-06-220,0,-41,0,-43,0,0,-1071607685,0
SVSV-MO2020-06-230,0,-40,0,-36,0,0,-1071607685,0
SVSV-MO2020-06-240,0,-42,0,-37,0,0,-1071607685,0
SVSV-MO2020-06-250,0,-41,0,-36,0,0,-1071607685,0
SVSV-MO2020-06-260,0,-33,0,-39,0,0,-1071607685,0
SVSV-MO2020-06-270,0,-26,0,-47,0,0,-1071607685,0
SVSV-MO2020-06-280,0,-31,0,-51,0,0,-1071607685,0
SVSV-MO2020-06-290,0,-36,0,-36,0,0,-1071607685,0
SVSV-MO2020-06-300,0,-43,0,-40,0,0,-1071607685,0
SVSV-MO2020-07-010,0,-41,0,-40,0,0,-1071607685,0
SVSV-MO2020-07-020,0,-43,0,-36,0,0,-1071607685,0
SVSV-MO2020-07-030,0,-36,0,-40,0,0,-1071607685,0
SVSV-MO2020-07-040,0,-26,0,-48,0,0,-1071607685,0
SVSV-MO2020-07-050,0,-36,0,-61,0,0,-1071607685,0
SVSV-MO2020-07-060,0,-42,0,-41,0,0,-1071607685,0
SVSV-MO2020-07-070,0,-44,0,-37,0,0,-1071607685,0
SVSV-MO2020-07-080,0,-43,0,-43,0,0,-1071607685,0
SVSV-MO2020-07-090,0,-42,0,-39,0,0,-1071607685,0
SVSV-MO2020-07-100,0,-36,0,-42,0,0,-1071607685,0
SVSV-MO2020-07-110,0,-23,0,-51,0,0,-1071607685,0
SVSV-MO2020-07-120,0,-26,0,-53,0,0,-1071607685,0
SVSV-MO2020-07-130,0,-40,0,-43,0,0,-1071607685,0
SVSV-MO2020-07-140,0,-43,0,-43,0,0,-1071607685,0
SVSV-MO2020-07-150,0,-47,0,-42,0,0,-1071607685,0
SVSV-MO2020-07-160,0,-45,0,-36,0,0,-1071607685,0
SVSV-MO2020-07-170,0,-36,0,-39,0,0,-1071607685,0
SVSV-MO2020-07-180,0,-26,0,-52,0,0,-1071607685,0
SVSV-MO2020-07-190,0,-32,0,-53,0,0,-1071607685,0
SVSV-MO2020-07-200,0,-42,0,-38,0,0,-1071607685,0
SVSV-MO2020-07-210,0,-42,0,-35,0,0,-1071607685,0
SVSV-MO2020-07-220,0,-43,0,-42,0,0,-1071607685,0
SVSV-MO2020-07-230,0,-44,0,-38,0,0,-1071607685,0
SVSV-MO2020-07-240,0,-32,0,-37,0,0,-1071607685,0
SVSV-MO2020-07-250,0,-24,0,-47,0,0,-1071607685,0
SVSV-MO2020-07-260,0,-27,0,-49,0,0,-1071607685,0
SVSV-MO2020-07-270,0,-42,0,-37,0,0,-1071607685,0
SVSV-MO2020-07-280,0,-46,0,-39,0,0,-1071607685,0
SVSV-MO2020-07-290,0,-47,0,-39,0,0,-1071607685,0
SVSV-MO2020-07-300,0,-44,0,-35,0,0,-1071607685,0
SVSV-MO2020-07-310,0,-35,0,-35,0,0,-1071607685,0
SVSV-MO2020-08-010,0,-27,0,-43,0,0,-1071607685,0
SVSV-MO2020-08-020,0,-35,0,-51,0,0,-1071607685,0
SVSV-MO2020-08-030,0,-45,0,-41,0,0,-1071607685,0
SVSV-MO2020-08-040,0,-47,0,-35,0,0,-1071607685,0
SVSV-MO2020-08-050,0,-51,0,-36,0,0,-1071607685,0
SVSV-MO2020-08-060,0,-58,0,-40,0,0,-1071607685,0
SVSV-MO2020-08-070,0,-38,0,-38,0,0,-1071607685,0
SVSV-MO2020-08-080,0,-25,0,-45,0,0,-1071607685,0
SVSV-MO2020-08-090,0,-34,0,-50,0,0,-1071607685,0
SVSV-MO2020-08-100,0,-38,0,-38,0,0,-1071607685,0
SVSV-MO2020-08-110,0,-39,0,-29,0,0,-1071607685,0
SVSV-MO2020-08-120,0,-41,0,-34,0,0,-1071607685,0
SVSV-MO2020-08-130,0,-39,0,-32,0,0,-1071607685,0
SVSV-MO2020-08-140,0,-28,0,-36,0,0,-1071607685,0
SVSV-MO2020-08-150,0,-25,0,-40,0,0,-1071607685,0
SVSV-MO2020-08-160,0,-28,0,-46,0,0,-1071607685,0
SVSV-MO2020-08-17-0,0,-41,0,0,0,0,-1071607685,0
SVSV-MO2020-08-18-0,0,-41,0,0,0,0,-1071607685,0
SVSV-MO2020-08-19-0,0,-40,0,0,0,0,-1071607685,0
SVSV-MO2020-08-20-0,0,-42,0,0,0,0,-1071607685,0
SVSV-MO2020-08-21-0,0,-34,0,0,0,0,-1071607685,0
SVSV-MO2020-08-22-0,0,-27,0,0,0,0,-1071607685,0
SVSV-MO2020-08-23-0,0,-28,0,0,0,0,-1071607685,0
SVSV-MO2020-08-24-0,0,-38,0,0,0,0,-1071607685,0
SVSV-MO2020-08-25-0,0,-37,0,0,0,0,-1071607685,0
SVSV-MO2020-08-26-0,0,-38,0,0,0,0,-1071607685,0
SVSV-MO2020-08-27-0,0,-40,0,0,0,0,-1071607685,0
SVSV-MO2020-08-28-0,0,-33,0,0,0,0,-1071607685,0
SVSV-MO2020-08-29-0,0,-23,0,0,0,0,-1071607685,0
SVSV-MO2020-08-30-0,0,-19,0,0,0,0,-1071607685,0
SVSV-MO2020-08-31-0,0,-37,0,0,0,0,-1071607685,0
SVSV-MO2020-09-01-0,0,-38,0,0,0,0,-1071607685,0
SVSV-MO2020-09-02-0,0,-37,0,0,0,0,-1071607685,0
SVSV-MO2020-09-03-0,0,-38,0,0,0,0,-1071607685,0
SVSV-MO2020-09-04-0,0,-35,0,0,0,0,-1071607685,0
SVSV-MO2020-09-05-0,0,-24,0,0,0,0,-1071607685,0
SVSV-MO2020-09-06-0,0,-25,0,0,0,0,-1071607685,0
SVSV-MO2020-09-07-0,0,-36,0,0,0,0,-1071607685,0
SVSV-MO2020-09-08-0,0,-37,0,0,0,0,-1071607685,0
SVSV-MO2020-09-09-0,0,-38,0,0,0,0,-1071607685,0
SVSV-MO2020-09-10-0,0,-39,0,0,0,0,-1071607685,0
SVSV-MO2020-09-11-0,0,-30,0,0,0,0,-1071607685,0
SVSV-MO2020-09-12-0,0,-25,0,0,0,0,-1071607685,0
SVSV-MO2020-09-13-0,0,-31,0,0,0,0,-1071607685,0
SVSV-MO2020-09-14-0,0,-35,0,0,0,0,-1071607685,0
SVSV-MO2020-09-15-0,0,-54,0,0,0,0,-1071607685,0
SVSV-MO2020-09-16-0,0,-37,0,0,0,0,-1071607685,0
SVSV-MO2020-09-17-0,0,-41,0,0,0,0,-1071607685,0
SVSV-MO2020-09-18-0,0,-29,0,0,0,0,-1071607685,0
SVSV-MO2020-09-19-0,0,-27,0,0,0,0,-1071607685,0
SVSV-MO2020-09-20-0,0,-30,0,0,0,0,-1071607685,0
SVSV-MO2020-09-21-0,0,-55,0,0,0,0,-1071607685,0
SVSV-MO2020-09-22-0,0,-56,0,0,0,0,-1071607685,0
SVSV-MO2020-09-23-0,0,-56,0,0,0,0,-1071607685,0
SVSV-MO2020-09-24-0,0,-57,0,0,0,0,-1071607685,0
SVSV-MO2020-09-25-0,0,-50,0,0,0,0,-1071607685,0
SVSV-MO2020-09-26-0,0,-31,0,0,0,0,-1071607685,0
SVSV-MO2020-09-27-0,0,-36,0,0,0,0,-1071607685,0
SVSV-PA2020-02-15-11.851562,0,0,-17,2,3,-2,-1071607685,0
SVSV-PA2020-02-1610.240116,0,-4,-11,-3,5,-3,-1071607685,0
SVSV-PA2020-02-178.8645096,-1,10,-10,3,-3,-10,-1071607685,0
SVSV-PA2020-02-1810.533614,-2,7,-11,0,-3,-3,-1071607685,0
SVSV-PA2020-02-193.1920042,-1,6,-3,-1,-2,-3,-1071607685,0
SVSV-PA2020-02-2012.448816,0,5,-5,-1,-6,-7,-1071607685,0
SVSV-PA2020-02-218.9681301,-2,13,-6,-5,-2,-8,-1071607685,0
SVSV-PA2020-02-2223.911915,0,3,-18,1,-1,-5,-1071607685,0
SVSV-PA2020-02-23-12.358452,0,1,-23,-5,1,0,-1071607685,0
SVSV-PA2020-02-245.9358997,-2,10,-11,0,-1,-4,-1071607685,0
SVSV-PA2020-02-253.1920042,-3,8,-11,1,2,-4,-1071607685,0
SVSV-PA2020-02-2610.283516,-2,9,-5,0,-12,-5,-1071607685,0
SVSV-PA2020-02-279.6854029,-1,5,-4,1,-9,-8,-1071607685,0
SVSV-PA2020-02-2812.555383,-3,14,-6,-8,-4,-7,-1071607685,0
SVSV-PA2020-02-29-1.5960021,0,5,-7,-3,3,-2,-1071607685,0
SVSV-PA2020-03-0117.281797,0,4,-11,-2,-2,-5,-1071607685,0
SVSV-PA2020-03-023.1544292,-2,15,-7,-2,0,-5,-1071607685,0
SVSV-PA2020-03-031.6516058,-2,8,-8,2,-3,1,-1071607685,0
SVSV-PA2020-03-0412.387044,-2,8,-5,-4,-7,-3,-1071607685,0
SVSV-PA2020-03-0528.089636,-1,6,-17,1,-6,-5,-1071607685,0
SVSV-PA2020-03-0634.67601,-3,15,-13,-7,-13,-10,-1071607685,0
SVSV-PA2020-03-0731.45546,0,7,-21,-5,-7,-3,-1071607685,0
SVSV-PA2020-03-08126.23276,0,1,-21,-5,-7,-4,-1071607685,0
SVSV-PA2020-03-0923.611586,-2,12,-17,-2,-10,-4,-1071607685,0
SVSV-PA2020-03-1029.728905,-3,9,-16,-2,-6,-6,-1071607685,0
SVSV-PA2020-03-1122.219454,-3,7,-16,7,-8,-5,-1071607685,0
SVSV-PA2020-03-12-69.494522,3,-11,-36,0,-6,-7,-1071607685,0
SVSV-PA2020-03-13206.76773,3,0,-48,-1,-4,-14,-1071607685,0
SVSV-PA2020-03-14395.47046,0,1,-53,-11,0,-14,-1071607685,0
SVSV-PA2020-03-15-1000.6057,0,-4,-58,-18,-8,-28,-1071607685,0
SVSV-PA2020-03-16-553.52338,4,-7,-59,-5,2,-17,-1071607685,0
SVSV-PA2020-03-17-320.63577,6,-12,-59,-10,-4,-18,-1071607685,0
SVSV-PA2020-03-18-421.32526,6,-16,-84,-8,-12,-28,-1071607685,0
SVSV-PA2020-03-19-217.9948,13,-31,-87,-9,-5,-33,-1071607685,0
SVSV-PA2020-03-20-258.71478,0,-30,-88,-30,-19,-44,-1071607685,0
SVSV-PA2020-03-21-437.61014,0,-26,-92,-40,-29,-53,-1071607685,0
SVSV-PA2020-03-22-500.28049,0,-47,-97,-63,-64,-79,-1071607685,0
SVSV-PA2020-03-23-263.50882,0,-58,-92,-38,-47,-68,-1071607685,0
SVSV-PA2020-03-24-290.84039,0,-62,-93,-45,-59,-69,-1071607685,0
SVSV-PA2020-03-25-287.58029,0,-62,-91,-51,-55,-68,-1071607685,0
SVSV-PA2020-03-26-281.2049,0,-63,-92,-48,-54,-70,-1071607685,0
SVSV-PA2020-03-27-290.71326,0,-56,-89,-47,-50,-67,-1071607685,0
SVSV-PA2020-03-28-412.37338,0,-48,-91,-55,-58,-74,-1071607685,0
SVSV-PA2020-03-29-607.98755,0,-40,-95,-62,-70,-80,-1071607685,0
SVSV-PA2020-03-30-254.24181,0,-57,-90,-40,-49,-60,-1071607685,0
SVSV-PA2020-03-31-240.51541,0,-59,-90,-41,-46,-60,-1071607685,0
SVSV-PA2020-04-01-260.00128,0,-56,-89,-44,-46,-61,-1071607685,0
SVSV-PA2020-04-02-246.62311,0,-58,-91,-41,-45,-61,-1071607685,0
SVSV-PA2020-04-03-288.97632,0,-53,-88,-42,-51,-64,-1071607685,0
SVSV-PA2020-04-04-409.97635,0,-47,-96,-54,-56,-69,-1071607685,0
SVSV-PA2020-04-05-621.66138,0,-36,-93,-58,-65,-78,-1071607685,0
SVSV-PA2020-04-06-239.33784,0,-56,-93,-38,-41,-59,-1071607685,0
SVSV-PA2020-04-07-247.57236,0,-60,-92,-39,-47,-64,-1071607685,0
SVSV-PA2020-04-08-258.77911,0,-61,-92,-39,-52,-66,-1071607685,0
SVSV-PA2020-04-09-283.00272,0,-68,-96,-46,-61,-72,-1071607685,0
SVSV-PA2020-04-10-322.2197,0,-72,-97,-51,-73,-81,-1071607685,0
SVSV-PA2020-04-11-400.02185,0,-59,-97,-58,-69,-80,-1071607685,0
SVSV-PA2020-04-12-600.94391,0,-43,-100,-65,-71,-81,-1071607685,0
SVSV-PA2020-04-13-269.78741,0,-59,-91,-41,-50,-68,-1071607685,0
SVSV-PA2020-04-14-270.30011,0,-57,-92,-39,-50,-65,-1071607685,0
SVSV-PA2020-04-15-269.17609,0,-55,-91,-37,-49,-64,-1071607685,0
SVSV-PA2020-04-16-265.59924,0,-57,-93,-38,-47,-66,-1071607685,0
SVSV-PA2020-04-17-313.6337,0,-52,-93,-43,-49,-68,-1071607685,0
SVSV-PA2020-04-18-434.35629,0,-47,-95,-50,-63,-74,-1071607685,0
SVSV-PA2020-04-19-623.94238,0,-40,-96,-63,-71,-81,-1071607685,0
SVSV-PA2020-04-20-284.99454,0,-54,-93,-40,-46,-67,-1071607685,0
SVSV-PA2020-04-21-273.39325,0,-56,-93,-36,-50,-66,-1071607685,0
SVSV-PA2020-04-22-289.59134,0,-55,-92,-41,-51,-66,-1071607685,0
SVSV-PA2020-04-23-270.80249,0,-57,-93,-36,-52,-65,-1071607685,0
SVSV-PA2020-04-24-316.59396,0,-50,-93,-46,-47,-64,-1071607685,0
SVSV-PA2020-04-25-441.0972,0,-44,-93,-52,-58,-72,-1071607685,0
SVSV-PA2020-04-26-663.22748,0,-37,-95,-63,-69,-81,-1071607685,0
SVSV-PA2020-04-27-272.47815,0,-52,-92,-36,-48,-60,-1071607685,0
SVSV-PA2020-04-28-293.73138,0,-53,-93,-38,-54,-62,-1071607685,0
SVSV-PA2020-04-29-276.7077,0,-54,-89,-39,-51,-63,-1071607685,0
SVSV-PA2020-04-30-276.42328,0,-54,-91,-38,-49,-64,-1071607685,0
SVSV-PA2020-05-01-296.9325,0,-62,-96,-46,-55,-72,-1071607685,0
SVSV-PA2020-05-02-425.32535,0,-44,-95,-47,-57,-71,-1071607685,0
SVSV-PA2020-05-03-681.74597,0,-36,-100,-60,-68,-80,-1071607685,0
SVSV-PA2020-05-04-294.35208,0,-47,-92,-35,-47,-59,-1071607685,0
SVSV-PA2020-05-05-256.08224,0,-50,-92,-28,-44,-60,-1071607685,0
SVSV-PA2020-05-06-255.80305,0,-52,-88,-38,-45,-58,-1071607685,0
SVSV-PA2020-05-07-342.1817,0,-61,-95,-45,-69,-77,-1071607685,0
SVSV-PA2020-05-08-384.53848,0,-57,-93,-48,-72,-80,-1071607685,0
SVSV-PA2020-05-09-487.19638,0,-49,-97,-55,-72,-81,-1071607685,0
SVSV-PA2020-05-10-659.92322,0,-36,-96,-61,-65,-81,-1071607685,0
SVSV-PA2020-05-11-304.88879,0,-55,-94,-35,-54,-73,-1071607685,0
SVSV-PA2020-05-12-337.90485,0,-56,-94,-43,-61,-74,-1071607685,0
SVSV-PA2020-05-13-332.95364,0,-56,-90,-44,-63,-73,-1071607685,0
SVSV-PA2020-05-14-287.93735,0,-57,-94,-42,-49,-69,-1071607685,0
SVSV-PA2020-05-15-353.2886,0,-49,-93,-43,-52,-72,-1071607685,0
SVSV-PA2020-05-16-495.2457,0,-44,-93,-55,-65,-78,-1071607685,0
SVSV-PA2020-05-17-743.16443,0,-34,-95,-64,-70,-83,-1071607685,0
SVSV-PA2020-05-18-330.55627,0,-51,-94,-43,-52,-68,-1071607685,0
SVSV-PA2020-05-19-290.64551,0,-54,-94,-37,-49,-68,-1071607685,0
SVSV-PA2020-05-20-312.54773,0,-54,-92,-42,-55,-68,-1071607685,0
SVSV-PA2020-05-21-299.86407,0,-55,-94,-37,-54,-69,-1071607685,0
SVSV-PA2020-05-22-324.2948,0,-49,-91,-38,-51,-69,-1071607685,0
SVSV-PA2020-05-23-440.19366,0,-42,-95,-44,-55,-74,-1071607685,0
SVSV-PA2020-05-24-728.83698,0,-34,-95,-63,-69,-82,-1071607685,0
SVSV-PA2020-05-25-309.07901,0,-53,-93,-37,-55,-68,-1071607685,0
SVSV-PA2020-05-26-278.41101,0,-52,-89,-36,-48,-65,-1071607685,0
SVSV-PA2020-05-27-284.0285,0,-52,-90,-41,-47,-63,-1071607685,0
SVSV-PA2020-05-28-281.07193,0,-52,-93,-31,-49,-66,-1071607685,0
SVSV-PA2020-05-29-346.58856,0,-47,-92,-39,-53,-68,-1071607685,0
SVSV-PA2020-05-30-485.54733,0,-43,-95,-54,-61,-75,-1071607685,0
SVSV-PA2020-05-31-672.76813,0,-41,-96,-68,-77,-86,-1071607685,0
SVSV-PA2020-06-01-305.34134,0,-57,-92,-42,-56,-71,-1071607685,0
SVSV-PA2020-06-02-309.02023,0,-55,-94,-41,-53,-70,-1071607685,0
SVSV-PA2020-06-03-292.86417,0,-54,-92,-40,-51,-66,-1071607685,0
SVSV-PA2020-06-04-291.06152,0,-55,-93,-43,-49,-66,-1071607685,0
SVSV-PA2020-06-05-359.17535,0,-49,-94,-41,-55,-72,-1071607685,0
SVSV-PA2020-06-06-539.87622,0,-38,-96,-52,-61,-73,-1071607685,0
SVSV-PA2020-06-07-760.37024,0,-28,-96,-58,-56,-76,-1071607685,0
SVSV-PA2020-06-08-258.92856,0,-46,-92,-25,-40,-59,-1071607685,0
SVSV-PA2020-06-09-276.2323,0,-50,-93,-34,-47,-59,-1071607685,0
SVSV-PA2020-06-10-258.13699,0,-49,-90,-32,-45,-56,-1071607685,0
SVSV-PA2020-06-11-254.00998,0,-49,-92,-33,-40,-57,-1071607685,0
SVSV-PA2020-06-12-301.77133,0,-44,-93,-31,-43,-61,-1071607685,0
SVSV-PA2020-06-13-514.3222,0,-34,-95,-43,-54,-68,-1071607685,0
SVSV-PA2020-06-14-853.78387,0,-25,-95,-54,-62,-74,-1071607685,0
SVSV-PA2020-06-15-240.70328,0,-45,-91,-30,-33,-54,-1071607685,0
SVSV-PA2020-06-16-191.19984,0,-45,-90,-23,-25,-49,-1071607685,0
SVSV-PA2020-06-17-161.6657,0,-55,-92,-27,-27,-46,-1071607685,0
SVSV-PA2020-06-18-267.57965,0,-46,-91,-35,-41,-54,-1071607685,0
SVSV-PA2020-06-19-257.98746,0,-38,-90,-27,-31,-50,-1071607685,0
SVSV-PA2020-06-20-497.54523,0,-27,-94,-38,-40,-57,-1071607685,0
SVSV-PA2020-06-21-771.03772,0,-23,-94,-53,-45,-69,-1071607685,0
SVSV-PA2020-06-22-197.40562,0,-44,-90,-24,-28,-46,-1071607685,0
SVSV-PA2020-06-23-178.80684,0,-45,-89,-26,-24,-44,-1071607685,0
SVSV-PA2020-06-24-220.85281,0,-44,-89,-32,-31,-47,-1071607685,0
SVSV-PA2020-06-25-199.66002,0,-45,-92,-26,-27,-47,-1071607685,0
SVSV-PA2020-06-26-233.59114,0,-40,-89,-27,-29,-49,-1071607685,0
SVSV-PA2020-06-27-428.54642,0,-30,-93,-38,-36,-58,-1071607685,0
SVSV-PA2020-06-28-707.4137,0,-25,-94,-52,-47,-68,-1071607685,0
SVSV-PA2020-06-29-190.26361,0,-41,-88,-20,-24,-46,-1071607685,0
SVSV-PA2020-06-30-181.40935,0,-43,-88,-25,-25,-42,-1071607685,0
SVSV-PA2020-07-01-214.54752,0,-43,-89,-32,-28,-46,-1071607685,0
SVSV-PA2020-07-02-194.73798,0,-44,-91,-23,-26,-47,-1071607685,0
SVSV-PA2020-07-03-276.54068,0,-37,-91,-31,-30,-51,-1071607685,0
SVSV-PA2020-07-04-410.38,0,-30,-94,-40,-32,-56,-1071607685,0
SVSV-PA2020-07-05-719.26422,0,-24,-96,-50,-45,-67,-1071607685,0
SVSV-PA2020-07-06-220.50198,0,-40,-90,-27,-28,-45,-1071607685,0
SVSV-PA2020-07-07-204.43594,0,-43,-87,-21,-32,-47,-1071607685,0
SVSV-PA2020-07-08-230.79314,0,-43,-88,-24,-37,-49,-1071607685,0
SVSV-PA2020-07-09-232.74614,0,-45,-91,-26,-36,-51,-1071607685,0
SVSV-PA2020-07-10-309.65573,0,-38,-92,-33,-37,-54,-1071607685,0
SVSV-PA2020-07-11-489.31961,0,-26,-94,-39,-37,-54,-1071607685,0
SVSV-PA2020-07-12-688.95941,0,-25,-97,-49,-47,-65,-1071607685,0
SVSV-PA2020-07-13-205.91321,0,-39,-90,-21,-27,-43,-1071607685,0
SVSV-PA2020-07-14-206.40076,0,-43,-88,-30,-29,-44,-1071607685,0
SVSV-PA2020-07-15-214.95259,0,-41,-86,-31,-30,-43,-1071607685,0
SVSV-PA2020-07-16-201.15327,0,-43,-91,-24,-26,-47,-1071607685,0
SVSV-PA2020-07-17-264.17657,0,-36,-91,-33,-27,-47,-1071607685,0
SVSV-PA2020-07-18-412.41284,0,-29,-94,-39,-32,-54,-1071607685,0
SVSV-PA2020-07-19-644.78595,0,-23,-96,-47,-38,-60,-1071607685,0
SVSV-PA2020-07-20-202.59552,0,-41,-89,-26,-26,-44,-1071607685,0
SVSV-PA2020-07-21-214.95259,0,-41,-90,-27,-29,-44,-1071607685,0
SVSV-PA2020-07-22-216.03477,0,-41,-89,-27,-28,-46,-1071607685,0
SVSV-PA2020-07-23-208.57092,0,-42,-91,-27,-27,-45,-1071607685,0
SVSV-PA2020-07-24-254.30162,0,-36,-91,-30,-26,-47,-1071607685,0
SVSV-PA2020-07-25-421.03146,0,-28,-93,-41,-30,-54,-1071607685,0
SVSV-PA2020-07-26-555.01776,0,-26,-96,-47,-38,-58,-1071607685,0
SVSV-PA2020-07-27-189.30513,0,-38,-89,-25,-20,-41,-1071607685,0
SVSV-PA2020-07-28-205.22418,0,-39,-91,-30,-21,-43,-1071607685,0
SVSV-PA2020-07-29-164.27283,0,-40,-85,-16,-24,-39,-1071607685,0
SVSV-PA2020-07-30-182.10947,0,-41,-89,-19,-23,-44,-1071607685,0
SVSV-PA2020-07-31-197.95723,0,-34,-90,-18,-20,-40,-1071607685,0
SVSV-PA2020-08-01-333.94861,0,-26,-92,-26,-22,-48,-1071607685,0
SVSV-PA2020-08-02-532.38318,0,-23,-95,-38,-32,-55,-1071607685,0
SVSV-PA2020-08-03-131.97763,0,-43,-91,-11,-14,-40,-1071607685,0
SVSV-PA2020-08-04-128.31158,0,-43,-90,-15,-15,-36,-1071607685,0
SVSV-PA2020-08-05-129.27228,0,-50,-90,-10,-25,-38,-1071607685,0
SVSV-PA2020-08-06-150.3851,0,-58,-93,-15,-32,-47,-1071607685,0
SVSV-PA2020-08-07-190.44847,0,-38,-90,-16,-22,-44,-1071607685,0
SVSV-PA2020-08-08-340.98401,0,-27,-93,-24,-27,-48,-1071607685,0
SVSV-PA2020-08-09-558.01135,0,-22,-94,-36,-34,-55,-1071607685,0
SVSV-PA2020-08-10-205.54456,0,-37,-91,-22,-23,-42,-1071607685,0
SVSV-PA2020-08-11-183.96953,0,-38,-91,-18,-20,-42,-1071607685,0
SVSV-PA2020-08-12-183.65233,0,-39,-90,-15,-24,-42,-1071607685,0
SVSV-PA2020-08-13-194.29785,0,-40,-90,-16,-27,-44,-1071607685,0
SVSV-PA2020-08-14-253.66838,0,-33,-91,-24,-25,-45,-1071607685,0
SVSV-PA2020-08-15-349.21689,0,-23,-92,-23,-20,-46,-1071607685,0
SVSV-PA2020-08-16-456.05011,0,-24,-95,-33,-29,-52,-1071607685,0
SVSV-PA2020-08-17-0,0,-36,0,0,0,0,-1071607685,0
SVSV-PA2020-08-18-0,0,-35,0,0,0,0,-1071607685,0
SVSV-PA2020-08-19-0,0,-39,0,0,0,0,-1071607685,0
SVSV-PA2020-08-20-0,0,-41,0,0,0,0,-1071607685,0
SVSV-PA2020-08-21-0,0,-33,0,0,0,0,-1071607685,0
SVSV-PA2020-08-22-0,0,-26,0,0,0,0,-1071607685,0
SVSV-PA2020-08-23-0,0,-21,0,0,0,0,-1071607685,0
SVSV-PA2020-08-24-0,0,-35,0,0,0,0,-1071607685,0
SVSV-PA2020-08-25-0,13,-35,0,0,0,0,-1071607685,0
SVSV-PA2020-08-26-0,12,-34,0,0,0,0,-1071607685,0
SVSV-PA2020-08-27-0,0,-38,0,0,0,0,-1071607685,0
SVSV-PA2020-08-28-0,0,-32,0,0,0,0,-1071607685,0
SVSV-PA2020-08-29-0,0,-23,0,0,0,0,-1071607685,0
SVSV-PA2020-08-30-0,0,-19,0,0,0,0,-1071607685,0
SVSV-PA2020-08-31-0,11,-33,0,0,0,0,-1071607685,0
SVSV-PA2020-09-01-0,10,-37,0,0,0,0,-1071607685,0
SVSV-PA2020-09-02-0,0,-38,0,0,0,0,-1071607685,0
SVSV-PA2020-09-03-0,0,-40,0,0,0,0,-1071607685,0
SVSV-PA2020-09-04-0,0,-32,0,0,0,0,-1071607685,0
SVSV-PA2020-09-05-0,0,-24,0,0,0,0,-1071607685,0
